name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,naver_star_point_qty,naver_blog_review_txt,naver_blog_review_qty
흑수돈흑석동수제돈까스,서양식,경양식,서양식 음식점업,흑석동,37.50695279,126.9631279,서양식경양식서양식 음식점업,흑석동%20흑수돈흑석동수제돈까스,https://m.place.naver.com/restaurant/33492432,돈가스,4.37,1015,가성비가 좋은 음식점이에요! 돈까스와 함박스테이크를 함께 즐길수 있어요 양도 푸짐하고 너무 맛있습니다  전통시장에 돈까스맛집으로 갓튀긴돈까스를 판매하고 소스도 따로주고있어요 8천원으로 가격 올랐음 12시 50분 전에 와야함. 12시 30에 오면 프리미엄 돈가스집 퀄의 돈가스 먹기 가능함 그 이후로는 미리 튀긴 돈가스 데워서 줌. 느글거림. 12시 30쯤 오면 크림스프도 맛 괜찮음. 무조건 1시 전에 와서 먹어야함,153
교촌치킨상도터널점,기타 간이,치킨,치킨 전문점,상도1동,37.50048948,126.9495553,기타 간이치킨치킨 전문점,상도1동%20교촌치킨상도터널점,https://m.place.naver.com/restaurant/11481959,치킨 닭강정,4.3,669,가족과함께 허니오리지날 2마리 바삭 달콤 맛있어요~~  허니레드 반반콤보 시켰는데 허니콤보에서 약간 쓴맛이 났어요 그냥 먹긴했는데 그래도 레드콤보는 맛있었어요  나쵸도 서비스로 주셨습니다. (매장에서 식사) 맛있게 잘 먹었어요 가까워서 좋고 튀김 껍질맛으로 치킨 먹는 사람이라 튀김도 대박입니다♡♡,24
배스킨라빈스숭실대점,기타 간이,아이스크림/빙수,김밥 및 기타 간이 음식점업,상도1동,37.49606347,126.9534058,기타 간이아이스크림 빙수김밥 및 기타 간이 음식점업,상도1동%20배스킨라빈스숭실대점,https://m.place.naver.com/restaurant/11489331,아이스크림,4.36,2752,가족들이 워낙 여기 아이스크림 위낙 좋아해 한 달에 한두 번은 들릅니다. 쿠폰 주는 곳이 다양해서 쿠폰이 생기거나 31 행사 할 때만요^^^ 31 행사가 안되는 거 빼곤 괜찮아요.가까워서 자주 가는데 진짜 아이스크림 값 많이 올랐네요 모임 후 후식먹기 위해서 방문했습니다^^ 언제먹어도 맛있는 아이스크림이네요1,30
부리또집,기타 간이,피자,피자  햄버거  샌드위치 및 유사 음식점업,상도1동,37.4950522,126.9562245,기타 간이피자피자  햄버거  샌드위치 및 유사 음식점업,상도1동%20부리또집,https://m.place.naver.com/restaurant/1900465618,멕시코 남미음식,4.42,287,간단한데 배부르게 먹고 싶다? 무조건 강추하는 가게입니다. 양 많으신 분들은 곱빼기 시키면 배빵빵하게 드실 수 있어요!! 감자 좋아하시는 분들은 웨지감자 추가하면 더 맛있어요(개취) 진짜 맨날 먹어도 안질릴듯 ㅠㅠㅠㅠ??????주말에 안여는게 너무 아쉬워요ㅠㅠㅠ숭실대 최고맛집 !!!! 믹스에 아주매운 최고 미쳤어요????????????????????????????????사장님 감사해요ㅠㅠㅠㅠ 치즈 고기야채의 미친.조.합 짱짱존맛탱ㅎ 찐맛집^^b 10년 넘게 변하지 않는맛~~ 친절함+ 최애브리또집,10
홍천닭갈비,한식,닭/오리고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50758503,126.9602236,한식닭 오리고기 구이 찜한식 육류 요리 전문점,흑석동%20홍천닭갈비,https://m.place.naver.com/restaurant/18714929,닭볶음탕,4.35,106,간이 쎄지 않아서 먹기 좋아요. :) 위생상태 엉망이라 테이블이나 주변이 전혀 정리가 안돼있어 두번 다시 가고 싶지 않은 곳이다. 음식맛도 그렇고 밑반찬으로 겨우 양파와 단무지만 주면서 상추도 손님들이 좋아하지 않아 안준다고 함. 정말 어의없음 사업자등록을 해놓고 무통장입금 하라는것은 정말 잘못된 것이다 홍천이 닭갈비 원조라고 ~~,49
거구장,한식,돼지고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50804908,126.9607375,한식돼지고기 구이 찜한식 육류 요리 전문점,흑석동%20거구장,https://m.place.naver.com/restaurant/18714831,한식,4.35,574,갈때마다 만족하는 곳이에요. 직원분들 넘나 친절하시고 반찬도 다 넘나 맛나요!! 불고기도 진짜 최고!!! 마지막 냉면사리는 무조건 먹어야 해여!! 맛있어요 반찬도 불고기가 달지않고 좋아요 점심 특별 메뉴 불고기 솥밥 정식 맛있어요~,40
너랑나랑,서양식,경양식,서양식 음식점업,상도1동,37.50013218,126.9519353,서양식경양식서양식 음식점업,상도1동%20너랑나랑,https://m.place.naver.com/restaurant/1020354055,샌드위치,4.31,170,"감자참치  햄치즈에그 시켜서 친구랑 반반 나눠 먹었는데 양 진짜 많고 맛있어요__ 그리고 양송이스프 꼭 드세요 제발
음식이 맛있어요+4개의 리뷰가 더 있습니다 감자참치 샌드위치 진짜 맛있어요   양송이 스프도 맛있어요!____ 저번에 한 번 먹어보고 맛있어서 되게 자주 찾게 되는 가게입니당__ 샌드위치인데도 엄청 든든해서 포만감이 오래 가요! (토마토 생과일주스도 처음 먹어봤는데 달달해서 당충전  수분충전하기에 좋아요__ 더운 날에 마시기 좋은 것 같아요  ) 사장님 두 분 다 매우매우 친절하십니다!__ 이런 가게가 더 잘 됐으면 좋겠어요__ 앞으로도 자주 갈게요! :) 어디서도 맛볼 수 없는 특별한 맛이에요!! 감샐에 야채도 신선하고 달달한 사과잼?과 적당한 간의 베이컨까지 자극적이지 않고 정성스런 맛이에요ㅠㅠㅠ먹고 반해서 모든 샌드위치 먹어봐도 감자베이컨 원픽____ 시판 소스 질리신 분들 모두 제발 먹어줘",45
맛있으면돼지,한식,돼지고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50848048,126.9616364,한식돼지고기 구이 찜한식 육류 요리 전문점,흑석동%20맛있으면돼지,https://m.place.naver.com/restaurant/1370520210,돼지고기구이,4.16,84,값어치하는 곳이라  냄새도 안 나고 배통통하게 4인이서 먹을 코스로 먹을 수 있어요! 소곱창전골 풍성 넘어 푸짐 맛도 정말 끝내줘요 맛있어요 특별한 메뉴가 있어요,17
배추공주와페키들의감성놀이터,비알코올 ,카페,커피 전문점,상도1동,37.4959069,126.9530235,비알코올 카페커피 전문점,상도1동%20배추공주와페키들의감성놀이터,https://m.place.naver.com/restaurant/36816729,애견카페,4.9,16,강아지들과 와도 좋아요. 비건메뉴가 있어요^^ 딸기라떼굿~~~!!!!! 진작 알았으면 좋았을텐데.. 한번도 안가본 사람은 있어도 한번만 가본 사람은 없을거예요..ㅠㅠ 페키니즈 보고 싶어서 수원에서 찾아갔는데 정말로.. 디저트   음료   종류도 굉장히 많고 다 맛있고 (사장님 금손..ㅠㅠ) 직접 만들어주시는데 보통 맛이 아닙니다!! 가격은 너무 저렴해서 어리둥절 감사할따름입니다. 페키니즈 또또도 너무 예쁘구요. 사장님 너무너무 좋으신분이예요.. 많은 생각을 하게 하는 카페입니다.. 매일매일 가고 싶네요.. ㅠㅠㅠㅠㅠ,10
꿀마니,기타 간이,치킨,치킨 전문점,상도1동,37.49432324,126.9563251,기타 간이치킨치킨 전문점,상도1동%20꿀마니,https://m.place.naver.com/restaurant/1344225079,치킨 닭강정,3.5,31,개인적으로 아이스크림 전문점일 때가 좋았는데… 점점 뭐가 많아지네요. 살 건 애매하게 없어서 요즘은 잘 안 가게 됨동남아 식품 많고 가격이 비싸지 않아요 Good,1
커피브라운,비알코올 ,카페,커피 전문점,상도1동,37.50403264,126.9487705,비알코올 카페커피 전문점,상도1동%20커피브라운,https://m.place.naver.com/restaurant/1468671184,카페 디저트,4.51,924,"거의 매주 방문하는 단골집입니다. 상도동에 이만큼 음료가 많고 조용한 곳은 별로 없는것 같아요. 사장님이 너무 친절하세요 동네 카페입니다.
커피맛은 무난한편이며  상도역근처지만 사람들이 너무 많지 않아 좋았습니다.
테이크아웃시 천원 할인이라 적혀있습니다. 음료가맛있어요",235
닭터찜바고,한식,백반/한정식,한식 일반 음식점업,상도1동,37.50001815,126.9512696,한식백반 한정식한식 일반 음식점업,상도1동%20닭터찜바고,https://m.place.naver.com/restaurant/1462841203,한식,4.94,39,건강을 생각해서 좋은 상품만 취급하시고 좋은가격에 주셔서 감사해요~~^^ 친절하고 좋은상품이 많아요 쿠팡이츠로 배달시키고 넘맛있어서 영수증리뷰도 써요ㅠㅠㅠ 제가 졸업하고 흑석을 떠나면서 신림에왔는데 신림에와서도 시켜먹을정도로 생각나는 맛이에요!! 토마토로제는 진짜 토마토의향이 은은하게 나면서 찜바고찜닭만의 감칠맛이 같이 어우러지는 천국의맛이납니다ㅠㅠ!! 닭과 야채가 너무 신선해서 드셔보시면 좋은재료구나 하고 느끼게 돼요 여타 찜닭집과는 달라요ㅠㅠ 양도많고 서비스도 좋으시고 친절하시고 정말 이런식당은 대박나야합니다ㅠㅠㅠㅠ 사장님 많이많이 파시고 건강하세요!!,5
흑석드럼통소금구이,한식,돼지고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50872731,126.9620401,한식돼지고기 구이 찜한식 육류 요리 전문점,흑석동%20흑석드럼통소금구이,https://m.place.naver.com/restaurant/37060405,돼지고기구이,4.38,182,겉으로 보이는 것 보다 넓고 밑반찬도 맛있어요.특히 여기 김치가 구워먹을때 엄청나게 맛있어요.원래 구운 김치 그리 안 먹는데 저날은 5조각 넘게 먹었어요. 사진은 못찍었는데 찌개까지 완전 맛있었어요! 고기 먹고나면 몸에 냄새날까봐 걱정했는데 환기도 잘되서 더 좋았습니다! 고기 퀄리티도 좋았고 양념도 목살도 냄새 하나도 안나고 완전 맛있게 먹었어요! 흑석역 근처 돼지고기 맛집으로 추천드려용!  기대없이 그냥 와봤는데 고기가 정말 맛있어요 전부다 구워주시진 않고 처음에만 조금 구워주세요 반찬들도 된장찌개도 넘 맛있구요 화장실도 꽤 깨끗합니다 ,58
재팔이네닭발,한식,닭/오리고기 구이/찜,한식 일반 음식점업,흑석동,37.50740844,126.964739,한식닭 오리고기 구이 찜한식 일반 음식점업,흑석동%20재팔이네닭발,https://m.place.naver.com/restaurant/556792960,닭발,4.67,253,계속 먹어도 맛있는 재팔이네 닭발:) 역시나 맛있는 재팔이네:) 담날이 연휴라 퇴근하고 바로 갔는데도 웨이팅ㅠㅠ  숯불닭발 이구역의 넘버원,170
엉터리한우짝갈비흑석점,한식,백반/한정식,한식 일반 음식점업,흑석동,37.50774177,126.9637051,한식백반 한정식한식 일반 음식점업,흑석동%20엉터리한우짝갈비흑석점,https://m.place.naver.com/restaurant/1191011624,육류 고기요리,4.53,62,"고기 구워 준다고 해서 방문 했습니다. 고기 질은 좋고 맛있었습니다. 케바케일수도 있지만 평일 점심에도 갔음에도 불구하고 손님이 많아서 그런지 우리 테이블을 너무 방관해서 고기가 탄 것도 있고 추가 주문한 고기가 늦게 나와 취소 했습니다. 직원분을 더 채용하던지 아님
고기를 안 구워주고 고기를 싸게 팔아야 할거가 같습니다 친절하고 맛도 좋고 된장찌개도 꼭 드세요! 매장이 청결해요",2
THE돼지,한식,돼지고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50852006,126.9610137,한식돼지고기 구이 찜한식 육류 요리 전문점,흑석동%20THE돼지,https://m.place.naver.com/restaurant/18710069,돼지고기구이,4.04,22,고기+흑미밥 맛집입니다~!~!?? 18명 단체모임 즐거웠습니다?????????? 사장님 완전 친절하시고 흥도 많으셔서 더 즐거웠습니다 ㅎㅎ  갈때마다 웃으면서 반겨주십니다!,21
준호네돈가스,서양식,경양식,서양식 음식점업,흑석동,37.5075226,126.9592744,서양식경양식서양식 음식점업,흑석동%20준호네돈가스,https://m.place.naver.com/restaurant/38726928,한식,4.42,124,고기가 두툼 신선해요 대학가의 음식점 같아요 ㅎㅎ 인테리어보다 음식만 집중하기!!  피자돈까스 첨 먹어봤는데 신기하네요~ 옛추억을떠올리는가게입니다 오랜옛친구같은곳 정신사납습니다 분위기가 돈가스에단무지가아니고치킨무 내취향은아닌것같습니다 사장님 단무지는어떻습니까? 바뀌보세요,94
우리도한번잘구워보세중앙대,한식,돼지고기 구이/찜,한식 육류 요리 전문점,상도1동,37.50506023,126.952873,한식돼지고기 구이 찜한식 육류 요리 전문점,상도1동%20우리도한번잘구워보세중앙대,https://m.place.naver.com/restaurant/1690137715,돼지고기구이,4.5,180,고기도 맛있고 계란찜  된장찌개 무료 제공이라 너무 좋네요!! 후식으로 누룽지도 주더라고요 ㅎㅎ 진짜 가성비 맛집인 것 같습니다!! 굿 굿,19
커피나무숭실대점,비알코올 ,카페,커피 전문점,상도1동,37.49470217,126.9584232,비알코올 카페커피 전문점,상도1동%20커피나무숭실대점,https://m.place.naver.com/restaurant/36643304,카페,4.44,262,공간이 편안하고 창밖이 좋아요. 비오는 날 앉아있기 좋을 듯 ??  리모델링 하고 분위기가 더 아늑해진것같아요?? 커피나무는 조용하고 집중이 잘 돼서 좋아요 가구와 조명 같은 인테리어가 아늑하면서도 세련된 느낌이고  도로변에 위치한 카페들과는 달리 조용하면서도 적당히 활기가 있는 분위기라 친구와 이야기를 나누기도  혼자 업무나 독서를 하기에도 좋아서 자주 가고 있어요. 직원분들의 친절함과 음료의 맛도 너무나 마음에 들어요.,21
요거트포켓,비알코올 ,카페,기타 비알코올 음료점업,흑석동,37.50856958,126.961522,비알코올 카페기타 비알코올 음료점업,흑석동%20요거트포켓,https://m.place.naver.com/restaurant/1284419803,카페 디저트,3.25,65,"과일 서비스로 포도랑 딸기 주셨어요 ㅠㅠ 심지어 존맛탱 사장님 항상 너무 친절하시고 우리동네에서 젤 맛있어요 과일이 넘 많아서 그릭요거트가 안보여요 ㅋㅋㅋㅋㅋ 사장님도 친절하시고 서비스도 주시고 가성비 그 너머 이상입니다. 중대생들 먹기 딱 좋아요~~!! 추천합니다. 집가는길에 항상 보여서 궁금했는데  메뉴도 전국으로 나누어져 있어서 너무 신기하고 사장님도 너무 친절하셔서 기분이 너무 좋네요__ 서비스가 주문보다 더 많은 것 같은 느낌이 들 정도로 서비스도
많이 주시네요ㅠㅠ 앞으로 종종 들려서 전국 맛 다 먹어볼게요 ㅎㅎ 감사합니당",5
