name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,naver_star_point_qty,naver_blog_review_txt,naver_blog_review_qty
노랑통닭상도역점,기타 간이,치킨,기타 주점업,상도1동,37.50278808,126.9476343,기타 간이치킨기타 주점업,상도1동%20노랑통닭,https://m.place.naver.com/restaurant/35849141,치킨 닭강정,4.37,724,상도역 주변 홀갖춰진 치킨가게 중 청결 정도 와 친절도 높은 매장 정말 양이 많아요. 살짝 카레향 나는 치킨 맛있게 잘 먹었구요  입천장 주의하세요?? 굳,34
프레드피자동작점,기타 간이,피자,피자  햄버거  샌드위치 및 유사 음식점업,상도1동,37.4949513,126.9560223,기타 간이피자피자  햄버거  샌드위치 및 유사 음식점업,상도1동%20프레드피자동작점,https://m.place.naver.com/restaurant/1131854051,피자,3.78,36,새로운 피자집을 찾던 중 눈에들어 온 프레드피자! 토핑 넉넉하니 너무 맛있어요 :)처음시켜봤어요 도우가 건강도우입니다,1
흑석동카페,비알코올 ,카페,커피 전문점,흑석동,37.50658591,126.9665035,비알코올 카페커피 전문점,흑석동%20흑석동카페,https://m.place.naver.com/restaurant/1771420260,카페,4.43,61,"샌드위치를 주문했는데 어쩌다 들여다보게 되었는데 맨손으로 만드시네요. 불쾌했지만 손 씻었겠지 하고 넘겼는데 아이스커피를 마시고 복통이 오네요. 얼음상태가 안좋으면 바로 배가 아프더라고요.
가격도 비싼편인데. 동네에서 너무 성의없이 파시는것 같아요. 다시는 갈 일 없을듯요.  근처에 유일하게 남아있는 카페였어요. 친절하십니다. :) 커피도 주문해서 먹고 김밥이랑 떡볶이도 함께 먹을 수 있어서 좋습니다.",1
오갈미,기타 간이,빵/도넛,제과점업,상도1동,37.49824099,126.9510344,기타 간이빵 도넛제과점업,상도1동%20오갈미,https://m.place.naver.com/restaurant/1297171831,카페 디저트,4.73,146,생각보다 가격도 너무 저렴하고 디저트도 너무 맛있었어요 ?? 커피도 산미 강하지 않아서 너무 좋았어요! 간식으로 먹기도 좋고  주변 지인들에게 선물하기도 좋을 것 같아요 ?? 직원분들도 정말 친절하셔서 꼭 재방문하고 싶어요! 달지도 않고 과일도 많이 들어있어서 너무 맛있게 잘 먹었습니다~!!  너무너무너무 맛있어요 ㅎ 추천합니다 꼭 드세여,29
호랑이술상,주점,요리 주점,기타 주점업,상도1동,37.50171446,126.9495042,주점요리 주점기타 주점업,상도1동%20호랑이술상,https://m.place.naver.com/restaurant/1777756250,맥주 호프,4.41,88,생맥 맛있어요 치킨가라아게 맛없어요 계란탕 겁나맛있어요 진짜 힙하고 가성비 좋고 맛있는 동네 펍 시끄러워서 ㅠㅜ대화하기 힘들었어요 안주 저렴하지만 맛도 아쉬웠어요,48
생활맥주숭실대입구역점,주점,생맥주 전문,생맥주 전문점,상도1동,37.49759256,126.9531017,주점생맥주 전문생맥주 전문점,상도1동%20생활맥주숭실대입구역점,https://m.place.naver.com/restaurant/1616580599,맥주 호프,4.31,170,생활맥주는 앵그리버드가 젤 맛있는듯. 바삭한 껍질 식감이 맘에 들고  껍데기 안에 슬쩍 들어있는 매운맛! 맥주를 부르는 맛. 아쉬운 점은  포장할인이 더 이상 적용되지 않는다는 거.. 포장상자는 바뀌었네. 앵그리버드 포장하면서 생맥주한잔 주문. 기본안주가 땅콩에서 버터팝콘? 그런 걸로 바뀌었음. 일반팝콘보다 바삭하고 단짠. 작열. 손이 멈추지 않음..  버팔로윙 나초 맛있습니다,45
큰솥설렁탕,한식,국/탕/찌개류,한식 일반 음식점업,흑석동,37.50602779,126.9604036,한식국 탕 찌개류한식 일반 음식점업,흑석동%20큰솥설렁탕,https://m.place.naver.com/restaurant/20951699,곰탕 설렁탕,4.27,1168,설렁탕이랑 육개장 먹고 싶을때 방문하는곳이예요~ 석박지도 딱 제스타일이라 너무 좋아요ㅋ 깔끔하니 다 맛있어요~~ 점심시간 지나고 가면 조용하고 편하게 먹을 수 있어요~ 역시 물냉면이 맛있습니다.  떡갈비가 맛있어요.,19
피맥하우스흑석점,기타 간이,피자,피자  햄버거  샌드위치 및 유사 음식점업,흑석동,37.50792682,126.9642568,기타 간이피자피자  햄버거  샌드위치 및 유사 음식점업,흑석동%20피맥하우스흑석점,https://m.place.naver.com/restaurant/1035973119,피자,4.51,179,세트메뉴가 양도 많고 맛있었어요~~ 핫소스빼고 다좋았어요 맛있는 술을 시원하게 마시기 좋은 곳입니다! 쟁반 피자도 진짜 맛있는데 양이 많아 오늘은 패스!,21
땅스부대찌개흑석,한식,국/탕/찌개류,도시락류 제조업,흑석동,37.5067525,126.9628931,한식국 탕 찌개류도시락류 제조업,흑석동%20땅스부대찌개흑석,https://m.place.naver.com/restaurant/1361746584,찌개 전골,4.39,449,션하게 잘마심 정말 푸짐해요 가격 저렴  양 많아서 좋아요,21
쉐프의목장,한식,돼지고기 구이/찜,한식 육류 요리 전문점,상도1동,37.49692957,126.9535294,한식돼지고기 구이 찜한식 육류 요리 전문점,상도1동%20쉐프의목장,https://m.place.naver.com/restaurant/1560145421,육류 고기요리,4.45,251,소고기도 그렇구 돼지고기도 진짜로 맛있어요 전 평소에 리뷰 잘 안남기는데.. 넘 맛있구 항상 갈때마다 친절하게 대해주셔서 리뷰 남ㄱㅕ요 동작구 돼지고기 소고기 맛집이라고 할 수 있습니다. 솔직히 다른지역 유명고기집보다 더 맛있어요 ㅎㅎ 글구 후식 냉면 라면 진짜 다 맛있어요 ㅜㅜ 흑흑 리뷰남기면서도 사진을 보니 또 군침이 도네요 사장님 적게 일하구 돈 많이버세요~~?? 포장해서 먹었는데 맛있네요~ 갈비탕 진짜 맛있어요,60
종가댁마늘곱창,한식,곱창 전골/구이,한식 육류 요리 전문점,흑석동,37.50721168,126.9628528,한식곱창 전골 구이한식 육류 요리 전문점,흑석동%20종가댁마늘곱창,https://m.place.naver.com/restaurant/1486674048,곱창 막창 양,4.38,66,소곱창특모듬한판 먹었습니다. 한적하고 조용한 편이었고 직접 구워주시면서 부위설명도 해주셨고 기분좋게 맛있게 먹었슴다! 진짜 미치도록 맛있어요 소문 안났으면 하는데 또 장사는 잘 되셨으면 함 비조리 포장으로 가져왔는데 점심용인데도 양이 진짜 많아서 두번 먹었어요! 맛도 있고 여자분들은 세명이서도 먹을 수 있습니다    ㅎㅎ,12
버거앤프라이즈상도점,기타 간이,버거,피자  햄버거  샌드위치 및 유사 음식점업,상도1동,37.50069302,126.9501518,기타 간이버거피자  햄버거  샌드위치 및 유사 음식점업,상도1동%20버거앤프라이즈상도점,https://m.place.naver.com/restaurant/1403443741,햄버거,3.8,141,"소문듣고 강남에서 지나가는길에 먹으러 방문한 #상도동수제버거 맛집 버거앤프라이즈 상도점 완전 제대로 수제버거 잘 만드시는 사장님 덕분에 육즙 가득한 정통 어메리칸 스타일 버거를 먹어보았네요!! 정말 맛있는 #상도동버거 를 먹어 보고 싶으면 완전 강추 강추 합니다!! 베이컨시그니쳐버거 세트 시켰어요 감자튀김도 빠삭하고 버거 안에 소스가 넘 맛있어요ㅠㅠ 다만 안에 재료가 너무 많아서 먹을 때 그 맛있는 소스가 다 흘러나와서 아쉽고 나중에 먹을 때 쯤에는 조금 퍽퍽하게 느껴졌어요 ㅎㅎ 그래듀 콜라랑 감튀랑 진짜 맛있게 잘먹었습니다 근데 매장 테이블이랑 의자에 먼지랑 때가 좀 많이 보여서 아쉬웠어요 음식이 맛있고, 포장도 깔끔해요. 매장도 이쁘고 사장님이랑 직원도 친절하시네요. 잘 먹었습니다~ 번창하세요",17
스팅,주점,요리 주점,기타 주점업,상도1동,37.49531428,126.9552935,주점요리 주점기타 주점업,상도1동%20스팅,https://m.place.naver.com/restaurant/32794172,바(BAR),4.33,44,소주/맥주만 마셔본 지인들 데리고 여러번 갔고  그때마다 모두 만족한 곳. 7 500원이라는 가격에 비해 좋은 맛과 퀄리티를 보여주는 곳. 숭실대 학생들이 부러운 곳. 숭실대입구역에서 찾은 최고의 바(Bar) 처음에 너무 저렴한 가격에 의심을 했지만  의심을 확실하게 지워주는 마티니의 맛. 말도 안되는 칵테일의 종류. 많은 칵테일 bar를 다녀봤지만 가격도 말도 안되지만.. 퀄리티도 너무 뛰어난 곳. 숭실대 학생이 너무 부러웠던 공간. ,12
스파이키,주점,요리 주점,기타 주점업,흑석동,37.50778756,126.9596892,주점요리 주점기타 주점업,흑석동%20스파이키,https://m.place.naver.com/restaurant/31243470,맥주 호프,4.4,42,소토닉 세트 먹으러 갔어용 .. 나초 가볍게 먹기 조아요 요구르트소주 맛있고 다른 안주들도 가성비 좋게 양이 많습니다 다음에 또 올 거예요 ㅎㅎ 굿,5
본죽 비빔밥숭실대역점,한식,백반/한정식,한식 일반 음식점업,상도1동,37.49733028,126.9529923,한식백반 한정식한식 일반 음식점업,상도1동%20본죽 비빔밥숭실대역점,https://m.place.naver.com/restaurant/1941429100,죽,4.42,83,수능 보던 날 도시락   치과 진료 후 이가 아파밥 못 먹을 때 등 삼계죽은 저희 아이들 단골 메뉴입니다 죽이 맛있어요. 맛있게 잘먹었습니다. 에어컨만 틀어주심 더 자주 가서 먹을 것 같아요 ㅎㅎㅎ,22
인근주민,기타 간이,치킨,치킨 전문점,상도1동,37.50373049,126.9482318,기타 간이치킨치킨 전문점,상도1동%20인근주민,https://m.place.naver.com/restaurant/1411555400,인근주민,4.52,533,수비드 통닭 처음먹어보는데 엄청 맛있어요???? 닭가슴살 별로 안좋아하는데 맛있네요! 파스타면이랑 수비드통닭이랑 잘 어울려용!??  예전부터 가보고싶던 수비드통닭 맛집 기대했던 데로 야들야들한 구이통닭 넘 맛있어요~ 스파게티면까지 넉넉하게 들어있어 한메뉴에 두가지 요리를 먹는 느낌이에요~ 리코타피자는 페스츄리도우로 시금치랑 잘 어울리고 맛나요~ 수비드 통닭은 첨인데.. 너무 촉촉해요..?? 고추장이라 먹다보면 좀 텁텁한 게 아쉽긴 한데 맥주랑 먹으면 찰떡일 것 같아요! 3인이서 2마리 시키기 애매하면 파스타면 추가해서 같이 드시는 걸 추천드려요:),184
진미순대,한식,국/탕/찌개류,한식 일반 음식점업,흑석동,37.50662478,126.9627139,한식국 탕 찌개류한식 일반 음식점업,흑석동%20진미순대,https://m.place.naver.com/restaurant/11606960,순대 순댓국,4.31,398,순대국에 부추 넣고 쓱 저어서 한숟갈 우걱 먹고서 싱싱한 풋고추 한입 물면 그리 시원할 수가 없어요. 싱겁다 싶으면 새우젖 한숟갈 넣으시고요. 깍뚜기 서걱서걱 씹으면 입에 또 순대국 넣기 바쁩니다. 사장님 제발 건강하셔서 오래오래 장사해 주세요. ^-^/// 흑석동 주민은 아니지만 19년에 처음 알게된 이후로 갈때마다 꼭 들르는 최애순대국집입니다. 진한 국물 순대국에 부추 넣고 새우젖 넣고 한입 먹고서 채즙 터지는 풋고추 배어 물면 정말 맛나요. 담에도 또 갈게요~ 건강하십쇼 사장님~!! 매번. 보양식이다 생각하고 완뚝합니다. 진한 국물에 잡내없는 내장. 아삭고추 씹고 한숟갈 넘기면 최곱니다. 어휴...또 생각나네요 사장님 건강하세요~~^-^//,84
파라다이스,한식,백반/한정식,한식 일반 음식점업,상도1동,37.49468545,126.9585705,한식백반 한정식한식 일반 음식점업,상도1동%20파라다이스,https://m.place.naver.com/restaurant/1712624616,한식,4.5,75,순두부찌개와 돌솥떡볶이 먹음. 숭실대 앞이라 숭실대학생들이 많이 오는 듯. 기본 반찬은 김치와 어묵볶음이 있었는데 가격 기준으로 맛을 생각해야할 듯. 학생들에게는 이 가격에 이정도로 한끼를 해결할 수 있다는 것이 다행이겠구나라는 생각이 들었다.  고소한 치즈오므라이스 또 먹으러 왔어요~ 숭실대 근처 식당들 중 최애 메뉴! 싸고 맛있어요 콜라까지 먹어도 8500원이라니… 그것도 그건데 ㄹㅇ 맛있음 싹싹 긁어먹음 ,29
파동추야,주점,요리 주점,기타 주점업,상도1동,37.4959069,126.9530235,주점요리 주점기타 주점업,상도1동%20파동추야,https://m.place.naver.com/restaurant/20907435,전통 민속주점,4.39,184,숨은 맛집 ㅠㅠ 지인 추천으로 갔는데 감자전 너무 맛있어요.... 동동주도 술술 들어갔네요~ 전 먹느라 배불러서 술을 못먹었어요 ㅋㅋㅋㅋㅋ ?? 솥뚜껑에 김치 올려서 익혀 드세용!!! 다음엔 떡국 계란탕이랑 동동주 먹을고에용 ??  굿,124
연래춘,중식,중국집,중식 음식점업,상도1동,37.4949657,126.9566328,중식중국집중식 음식점업,상도1동%20연래춘,https://m.place.naver.com/restaurant/32873229,중식,4.21,156,숭실대 근처에서 가장 가성비 좋고 배부른 집입니다. 짜장면은 다 거기서 거기잖아요 ㅎ 학생들 더 많이 옴 좋겠네요 맛있지는 않아. 맛 없지도 않아. 그냥 보통의 중식당.  아이들과 맛있게 잘 먹었어요,41
손칼국수,한식,국수/칼국수,한식 일반 음식점업,상도1동,37.49495826,126.9578316,한식국수 칼국수한식 일반 음식점업,상도1동%20손칼국수,https://m.place.naver.com/restaurant/18704841,칼국수 만두,4.27,279,숭실대 맛집 진리의 손칼 ㅠㅠㅠ 10년전이랑 안바뀌어서 더 좋았어요. 계속 있어주세요 15년만에 갔어요 근처 갈일이 생겨서 검색해보니 여전히 장사하시더라구요! 여기 즉석떡볶이랑 저 하얀 무 15년동안 계속계속 생각났는데 멀어서 가지는 못하다가 드디어 다시 먹었네요 여전한 맛이라 더 감동 볶음밥까지 먹어야하는데 혼자라 배불러서 시키지는 못했네요 칼국수도 맛있지만 즉석떡볶이 꼭 잡솨보세융ㅎㅎ 동네 친구가 숭실대 근처에 오래된 맛집이 있다고 해서 찾아갔는데 손칼국수 집이지만 즉석 떡볶이로 유명한 곳이더라고요~! ?? 일 끝나고 가니 1층은 만석이라 2층으로 올라갔는데 마치 다락방에 온 것 같은 느낌이 ㅎㅎ 즉석 떡볶이 면은 칼국수  라면  쫄면 중에 고를 수 있었고  국물이 졸아들고 나니 더욱 맛있더라고요~ 떡은 가래떡을 두툼하게 어슷썰기한 것 같은 느낌이었어요~ 어묵도 맛있었고  마치 치킨무 같은 무절임이 시원하니 맛났고요  무엇보다 저는 볶음밥을 좋아해서 주문했는데 완전 꿀맛이었어요! 친구랑 맛있게 잘 먹어서 다음엔 가족들과 와서 다른 메뉴도 먹어보고 싶어요~ 옆 테이블 보니 반찬도 집밥 스타일이고 다 맛있어 보이더라고요~^^ 가격도 저렴하니 가성비가 좋아서 정말 좋았어요~^^?????,107
우마이,일식,일식 회/초밥,일식 음식점업,상도1동,37.49482836,126.9563859,일식일식 회 초밥일식 음식점업,상도1동%20우마이,https://m.place.naver.com/restaurant/38466405,카레,4.53,82,숭실대 학생이면 다 아는 카레 맛집! 카레 먹고 싶어서 오랜만에 가봤는데 너무 맛있었어요?? 평소에는 매운거 좋아해서 3단계 먹었는데 1단계는 누구나 맛있게 먹을 수 있는 맛이에요 그리고 밥이랑 카레는 무한리필이어서 배부르게 먹을 수 있어서 좋았어요 맛있게 잘 먹었습니다!! 카레와 밥이 리필되는 일본식 카레 가게입니다. 심플한 메뉴구성인데 맛은 좋아요. 양 많으신 분들 가서 먹기 좋을 듯합니다! 오픈 이벤트로 구매했어요~~ 고기 질이 좋아보여요!,32
꼬꼬댁숯불통닭,기타 간이,치킨,피자  햄버거  샌드위치 및 유사 음식점업,흑석동,37.50730959,126.9627158,기타 간이치킨피자  햄버거  샌드위치 및 유사 음식점업,흑석동%20꼬꼬댁숯불통닭,https://m.place.naver.com/restaurant/1774430821,치킨 닭강정,4.3,37,"숯불에 구워서인지 고기 잡내없이 완전 부드럽고 닭 사이즈도 작은 닭 아니고 몇호인지 모르겠지만 큰 닭이고 소금구이는 기름기 쏙 빠져 부드럽고 담백하고 양념구이는 특제양념소스가 살짝 매콤한데
숯불향이 더해서 풍미가득 정말 맛있더라구요 그리고 추억의 맛 양배추 샐러드 넘 맛있어요 리필도 한번하고ㅋ 치킨이랑 맛있게 먹었어요 고기가 퍽퍽하지 않고 부드러운 살이라 넘 좋았어요! 보통 숯불 치킨은 육즙이 너무 없어 퍽퍽하거나 탄맛나는 경우도 많은데 부드럽게 딱 맛있었어요ㅎㅎ 사장님도 넘 친절하시고 매장 자리도 넉넉해서 다같이 먹기좋아요ㅎ 원래 리뷰 안적는편인데 기분좋아서 적어야겠어요__ 요즘 가는곳마다 집게가 한개거나 제대로 안닦은곳이 많아 수저밑에 휴지깔아두고 쓰는편인데 테이블도 깨끗하고 포크도 두개씩주는 센스…__
초벌한 후 참숯으로 구워서인지 숯불향이 솔솔나고 기름기가 없어서 담백해서 다 먹은 후 입가에 기름지지않아서 좋았어요__ 중간에 샐러드를 먼저 해주시고 편안한 분위기라 눈치보지 않고 마구마구
시킬 수 있어서 좋았고 무엇보다 남자친구는 양념 저는 소금이라 같이 시킬 수 있는 반반메뉴가 같은 가격대라 최고____ 종강할때 또 찾아올거에요~!",13
블루포트중앙대학교점,비알코올 ,카페,커피 전문점,흑석동,37.50479846,126.953838,비알코올 카페커피 전문점,흑석동%20블루포트중앙대학교점,https://m.place.naver.com/restaurant/1605933153,카페 디저트,4.37,135,스페셜 아메리카노 맛있어요 라떼 고소해요~ 스페셜 아메리카노 사먹기에 가성비 좋아요,6
남매이야기,한식,돼지고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50752615,126.9648052,한식돼지고기 구이 찜한식 육류 요리 전문점,흑석동%20남매이야기,https://m.place.naver.com/restaurant/1303247884,육류 고기요리,4.47,184,슬슬 더워지니 기력보충하려고 소고기 먹으러 왔어요 언제와도 질 좋은 소고기를 저렴이 먹을 수 있어서 아주 좋아요?? 매장도 깨끗하고 고기도 밑반찬도 신선하고 맛있어요 직원분들도 친절하시고 센스 있으셔서 한층 기분 좋은 식사시간 즐길 수 있어요 믿고 먹을 수 있는 고기 맛집이 있어서 햄볶아요♡ 근데 맛집이라 사람이 많아요 웨이팅 마음에 준비를 하셔야 해요~ 글 쓰니까 또 먹고 싶네요ㅜ  언제 가도 항상 고기 질도 좋고 연하고 맛있어요~ 고기색깔이 너무 예쁘지 않아요? 신선하다는 증거죠!ㅋㅋ 이것이야말로 최고의 서비스 같아요~ 너무 맛있어요 조만간 또 먹으러 갈게요~ 매장이 넒지는 않지만 그래도 깔끔하고 직원분이친절하게 설명도 해주시고 판도 갈아주셔서 맛있게 잘 먹었어요. 양념 갈빗살 먹었는데 양념의 단맛이 종류별로 달라서 신기했어요 다음엔 양념 없는것고 먹어보려구요,25
욜로온나,주점,요리 주점,기타 주점업,흑석동,37.50755182,126.9595228,주점요리 주점기타 주점업,흑석동%20욜로온나,https://m.place.naver.com/restaurant/1525536556,맥주 호프,4,19,시금치 프리티타는 단종되어서 소세지랑 감튀 대신 주셨어요 가게는 작지만 너무 시끄럽지 않고 분위기가 좋아요 8인 정도 앉을 수 있는 자리가 두개 있었어요! 양념치킨이랑 스끼야끼 추천해요 안주도 맛있고 가성비있는 술집으로 분위기에 취하고 너무 만족스러워용 ?? 일단조명맛집입니다~사진찍기도너무좋구요 음악도 선곡이좋아요 혼술하러가기도 넘나 좋은거같아요 사장님도 옴초친절하시고 분위기도 감성돋아요. 술종류도많아서 다양하게즐기실수있어요.유러피안스타일 갬성 찾으시면 꼭한번 가보시길요~강추 하이볼과 치킨까르보나라~넘나 맛있게 먹고갑니다!!!,32
봉평면옥,한식,냉면/밀면,한식 일반 음식점업,흑석동,37.50723198,126.9631127,한식냉면 밀면한식 일반 음식점업,흑석동%20봉평면옥,https://m.place.naver.com/restaurant/1277881967,한식,4.16,148,시장에 갔다가 깔끔하고 깨끗한 이미지의 봉평면옥이 있어서 들어가보았어요. 직접 메밀면을 뽑아서 사용하고 육수도 직접 끓인다고 하는 봉평 메밀 비빔국수.물국수.코다리국수.고기둘둘국수를 주문했어요. 첫맛은 슴슴하면서 자극적이지 않고 두번째 맛은 입에 딱맞으며 세번째맛은 감칠맛이 나는 맛좋은 봉평면옥이네요 양도 많고 가성비도 좋고~ 손님이 만석이라 빨리 먹고 나왔어요???? 한가한 시간에 다시 가서 먹고 싶네요?????? 그냥 지나가다 들어갔는데 최근 먹은 메밀막국수 중 가장 맛있었습니다 특히 일행은 코다리막국수를 시켰는데 이렇게 부드러운 코다리는 처음이었다고 하네요 또 가고싶은 집 흑석시장에 숨겨진 보석같은 곳… 한방수육 코다리 막국수 메밀온면 레쯔고~ 김치가 맛있다? 말 안해도 다 아시죠? 찐맛집입니다. 리모델링도 싸악 맞춰서 청결함은 덤!! 게다가 사장님이 너무 친절해서 또 가고 싶은거 알죠 ㅠ 완전 단골하고 싶은 집! 혼밥족들에게 좋은 1인용 사이드메뉴까지 있다니.. 집 근처이신분들은 부럽습니다~~ 흑석시장 맛집 찾는다면 강추!,18
재일,중식,중국집,중식 음식점업,흑석동,37.50772831,126.9642256,중식중국집중식 음식점업,흑석동%20재일,https://m.place.naver.com/restaurant/35209214,양꼬치,4.11,61,신나서 먹는다고 고기 사진은 없는데 꼬치도 맛나고 양갈비가 진짜 맛있어요 웬만한 가게는 무슨 무슨맛은 천원씩 비싼데 여긴 그런것도 없고 사장님 너무 친절하시고...얼마전에 근처 양꼬치서 최악 경험해서 반신반의하고 들어왔는데 진짜 잘했다 싶어요 굿 맛있어요!,41
연어이야기,한식,횟집,한식 해산물 요리 전문점,흑석동,37.50880303,126.9614283,한식횟집한식 해산물 요리 전문점,흑석동%20연어이야기,https://m.place.naver.com/restaurant/37253820,일식당,4.59,49,신선하고 맛있네요 친절해효 맛도 굿 친절도 굿 굿^^,98
팜에이트상도지점,비알코올 ,카페,기타 비알코올 음료점업,상도1동,37.50320302,126.9476851,비알코올 카페기타 비알코올 음료점업,상도1동%20팜에이트상도지점,https://m.place.naver.com/restaurant/1457342218,샌드위치,4.26,269,신선한 야채가 자라는 걸 보고 구매하니 더 믿음가고 재료가 신선하니 음식 맛도 좋아요. 사람도 많지 않고 여유로운 느낌의 장소로 마음에 들어요. 공간도 넓어요. 자판기에서도 샐러드나 샌드위치 구매 가능해서 바쁘신 분은 자판기 구마해서 가실 수도 있어요. 요며칠 연달아 방문했는데 몰아서 인증해요. 아보카도버섯라이스볼 좋네요. 랩도 맛있어요. 자주 오는 곳입니다. 평일에 계시는 여성직원분께서 참 친절하세요. 저녁 8시쯤 들어갔는데 무인매장인듯 함.. 뭔가 샐러드 양과 퀄리티 서비스에 비해 가격이 비쌈 샐러드 1개에 8500원에 구입했는데… 편의점에서 사는 샐러드랑 비슷해서 후회했어요. 여기서 20% 정도 할인하지 않는다면 무인매장인데 이정도 가격.. 구입하지 않을것 같아요,25
신전떡볶이숭실대점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,상도1동,37.495418,126.9537767,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,상도1동%20신전떡볶이숭실대점,https://m.place.naver.com/restaurant/38325757,분식,4.45,632,신전떡볶이 유명하죠 중간맛인데도 저에겐 매워요 순대도 맛있어요 내장 없는건 아쉽네요 떡볶이 순대 맛있어요 다른지점보다 국물이 많은거같은 느낌적인 느낌~ 맛있어요~~~^^,29
유정쌈밥,한식,백반/한정식,한식 육류 요리 전문점,흑석동,37.50797953,126.9620505,한식백반 한정식한식 육류 요리 전문점,흑석동%20유정쌈밥,https://m.place.naver.com/restaurant/18710054,쌈밥,4.25,174,쌈밥(11000원) 2인분 시켰다 2인분부터 주문 가능하니 참고하자 제육과 밥  반찬  쌈채소가 제공된다 쌈채소는 상추  알배추  깻잎  당귀  적겨자 5가지다 취향에 맞춰 골라 먹자 전반적으로 맛있다 무난한 고기를 쌈에 싸서 먹으니 맛있을 수 밖에 쌈을 싸야해서 그런지 전반적으로 간이 세다 특히 된장국이 찌개 수준이다 양념게장이 나오는데 살이 적고 물컹한 느낌이다 그래도 맛있다는 사실은 변하지 않으니 추천!  남자여자 밥그릇 크기가 다름 밥에서 모기나옴 쌈채소를 다른집보다 넉넉히 나와 고기와 함께 먹기에좋고 밑반찬도 괜찮습니다 ,88
블룸,주점,요리 주점,기타 주점업,흑석동,37.50764939,126.9603698,주점요리 주점기타 주점업,흑석동%20블룸,https://m.place.naver.com/restaurant/32762484,맥주 호프,4.75,16,ㅇ 좋아요 분위기가 좋아요??,4
마담콩Cafe,기타 간이,빵/도넛,제과점업,흑석동,37.50650666,126.9626025,기타 간이빵 도넛제과점업,흑석동%20마담콩Cafe,https://m.place.naver.com/restaurant/1359126281,카페 디저트,4.36,584,ㅇ삿있어요 커피와 떡 맛나요.또가고싶어요.좋아요,20
드웨이,비알코올 ,카페,커피 전문점,상도1동,37.50455606,126.9508895,비알코올 카페커피 전문점,상도1동%20드웨이,https://m.place.naver.com/restaurant/1841061571,카페 디저트,4.87,137,아기자기한 카페;) 사장님도 친절하시구  딱 10잔 한정 수제밀크티 너무 맛있어요!! 도심 속 아기자기한 동네 카페에요!! 자세한후기는 블로그에 적을께요~! ^^ 메론소다 맛있어요???? 굿굿 스콘이 맛있어요. ,78
다원맛칼국수,한식,국수/칼국수,한식 면 요리 전문점,상도1동,37.49554192,126.9535261,한식국수 칼국수한식 면 요리 전문점,상도1동%20다원맛칼국수,https://m.place.naver.com/restaurant/1035246242,한식,4.37,155,아내가 이집 오징어덮밥이 너무 맛있다고 해서 또 갔습니다 저는 제육덮밥 먹었는데 오징어덮밥 보다는 제육덮밥이 제 입맛에는 더 맛있었습니다. 시원한 김치국도 좋고 자리에 앉으면 바로 부치는 부침개도 좋습니다. 아내가 좋아해서 종종 올 것 같아요 뼈해장국과 오징어덮밥을 주문했습니다. 뼈해장국은 특이하게도 전골처럼 끓여먹는 스타일이네요. 뼈는 3개  우거지도 풍성하게 들어있어서 안주로 먹기도 좋네요 맛도 괜찮습니다. 아내는 오징어덮밥 주문했는데 완전 맛있다고 하네요. 기본으로 전이 나오는데 참 맛있습니다. 칼국수도 궁금하네요 점심에 먹어보고 또 리뷰하겠습니다.  해물칼국수에 해물이 아주 신선하고 알이 크네요 양도 많고 기본 상차림에 부추전이 아주 기깔납니다 재방문 각,14
터널돼지갈비,한식,돼지고기 구이/찜,한식 육류 요리 전문점,상도1동,37.50282527,126.9467516,한식돼지고기 구이 찜한식 육류 요리 전문점,상도1동%20터널돼지갈비,https://m.place.naver.com/restaurant/1841277811,육류 고기요리,4.54,156,아들들이 돼지갈비 맛있다고 합니다. 밥을 시키면 같이 나오는 된장찌개는 완전 맛나고 음식점 된장찌개 중 두부를 이렇게 많이 넣어주는 곳은 처음이에요. 더덕무침과 꽃게무침은 손맛 짱입니다. 음식이 맛있고 밑반찬도 다양해요 오늘 우렁된장찌개랑 반찬 넘 맛있어요. 밥 자체가 쌀알이 살아있고 윤기가 흐르는게 넘넘 맛있어요.. 밥 2공기 먹었어요 ㅎㅎ ,18
라임플레쉬카페,비알코올 ,카페,기타 비알코올 음료점업,흑석동,37.50523163,126.9610593,비알코올 카페기타 비알코올 음료점업,흑석동%20라임플레쉬카페,https://m.place.naver.com/restaurant/1708201495,카페 디저트,4.27,207,아메리카노 아이스 테이크아웃 3800원 입니다. 불쾌한 냄새도 나고 여자분 소리에 시끄럽고 커피는 맛이 없고 이제 못가게겠어요ㅡ 편리,2
달쿠마,기타 간이,빵/도넛,제과점업,상도1동,37.49411614,126.9543037,기타 간이빵 도넛제과점업,상도1동%20달쿠마,https://m.place.naver.com/restaurant/1902704634,카페 디저트,4.57,152,아무것도 없을 것 같은 골목에 오아시스 같은 작은 카페. 근데 스콘도 맛있고 깔끔한 화장실도 있고! 충전 콘센트까지 있었다.  달쿠마 집 앞에 있어서 행복해요 무화과휘낭시에 솔티초코휘낭시에 레몬마들렌 다 너무 맛있었어요 ,95
